"","Year","Period","State","Commodity","Data Item","Domain","Domain Category","Value"
"12",2019,"YEAR","FLORIDA","BLUEBERRIES","BLUEBERRIES, TAME - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","24,200,000"
"13",2019,"YEAR","FLORIDA","BLUEBERRIES","BLUEBERRIES, TAME - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","4,740"
"14",2019,"YEAR","FLORIDA","BLUEBERRIES","BLUEBERRIES, TAME, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)"
"15",2019,"YEAR","FLORIDA","BLUEBERRIES","BLUEBERRIES, TAME, FRESH MARKET - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","(D)"
"16",2019,"YEAR","FLORIDA","BLUEBERRIES","BLUEBERRIES, TAME, NOT SOLD - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","580,000"
"17",2019,"YEAR","FLORIDA","BLUEBERRIES","BLUEBERRIES, TAME, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)"
"18",2019,"YEAR","FLORIDA","BLUEBERRIES","BLUEBERRIES, TAME, PROCESSING - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","(D)"
"19",2019,"YEAR","FLORIDA","BLUEBERRIES","BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","62,309,000"
"20",2019,"YEAR","FLORIDA","BLUEBERRIES","BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,620,000"
"21",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","1,800"
"22",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","(NA)"
"23",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","(NA)"
"24",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","(D)"
"25",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","2,300"
"26",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","20,200"
"27",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","44,000"
"28",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","3,900"
"29",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","(D)"
"30",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","(D)"
"31",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","(D)"
"32",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","1,900"
"33",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","(D)"
"34",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","500"
"35",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","(D)"
"36",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","1,300"
"37",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","(D)"
"38",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)","400"
"39",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","9,300"
"40",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","(D)"
"41",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","(D)"
"42",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","1,000"
"43",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)","(D)"
"44",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","1,200"
"45",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","(D)"
"46",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)","(D)"
"47",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","91,400"
"48",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRICHODERMA HARZ. = 119202)","(NA)"
"49",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","(D)"
"50",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (AMMONIUM PELARGONATE = 31802)","(D)"
"51",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","(D)"
"52",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLORANSULAM-METHYL = 129116)","(D)"
"53",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","1,700"
"54",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","700"
"55",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","5,400"
"56",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","(D)"
"57",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)","(D)"
"58",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","7,500"
"59",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","(D)"
"60",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","4,000"
"61",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","(D)"
"62",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","2,500"
"63",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENOXSULAM = 119031)","(D)"
"64",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","3,900"
"65",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","29,800"
"66",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)","(D)"
"67",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","200"
"68",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","700"
"69",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","(NA)"
"70",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","2,900"
"71",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","(D)"
"72",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","(D)"
"73",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","900"
"74",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","9,800"
"75",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","(D)"
"76",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","(D)"
"77",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","4,000"
"78",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","200"
"79",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","100"
"80",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","(D)"
"81",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","19,300"
"82",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","300"
"83",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (ALKYL. DIM. BENZ. AM = 69105)","(D)"
"84",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)","(D)"
"85",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","(D)"
"86",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)","(D)"
"87",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (DECYLDIMETHYLOCTYL = 69165)","(D)"
"88",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIDECYL DIM. AMMON. = 69166)","(D)"
"89",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIMETHYLDIOCTYL = 69149)","(D)"
"90",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","500"
"91",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)","(D)"
"92",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)","(D)"
"93",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","(D)"
"94",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","(D)"
"95",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","3,700"
"96",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FERTILIZER","FERTILIZER: (NITROGEN)","667,000"
"97",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FERTILIZER","FERTILIZER: (PHOSPHATE)","567,000"
"98",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FERTILIZER","FERTILIZER: (POTASH)","612,000"
"99",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","FERTILIZER","FERTILIZER: (SULFUR)","125,000"
"100",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","0.192"
"101",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","(NA)"
"102",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","(NA)"
"103",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","(D)"
"104",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","0.286"
"105",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","4.097"
"106",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","1.685"
"107",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","2.476"
"108",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","(D)"
"109",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","(D)"
"110",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","(D)"
"111",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","0.28"
"112",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","(D)"
"113",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","0.089"
"114",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","(D)"
"115",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0.189"
"116",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","(D)"
"117",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)","0.086"
"118",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","1.554"
"119",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","(D)"
"120",2019,"YEAR","GEORGIA","BLUEBERRIES","BLUEBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","(D)"
